Review Text,Sentiment,Fit,Fabric,Color,Style,Cost
"Got this on sale in black and red, and have only worn the black. quality is poor, seems to stretch out over the course of the day and loses its shape somewhat. a smaller size may keep its shape better so you may want to size down. not worth full price.",-1,-1,,,,-1
"Love it, so pretty! got tons of compliments. the white color makes you look tan but the red still gives it color. comfy, not body hugging though if you're looking for that.",,,,,,
"Nice work top! i ordered the slightly yellow ivory print, which is beautiful, and the print placement perfect. even better, it's work appropriate. the cotton/synthetic blend has stretch without stretching out.

size: i ordered my normal size small for retailer brands like meadow rue. i'm 5'4"", approx 140 lbs, 35-30-37, 34d, narrow shoulders, short arms, long torso.

fit: the sleeves are slightly long, but the buttoned cuffs rest at my wrist. the fabric blend allows this top very good drape. i like",,,,,,
"These pants are gorgeous when you first see them. they fit beautifully when you first put them on. and then you wear them for one day. and they snag. on everything. and little strings start to come out of the pants. and the hem begins to unravel. and the pants which were once beautiful light summer pants appropriate for work or brunch are now frumpy, worn out pants with a million snags and strings hanging off of them .... after one day. 

i can't begin to tell you how annoyed i am that i spent",-1,1,-1,,,
"I wanted this top in a petite xs, but it was sold out so i got the xs. i'm 5'2"" with a 34b bust, and while the bottom comes down to my waist like on the model, the sleeves are a bit long...they seem a little long on the model, too. i wore this to work and constantly had to pull my top back as the scoop neck kept drooping down as i moved around throughout the day. really like the tie neck feature though.",0,,-1,,1,
T.la has another winner in my book. i decided on the blue and thrilled with the tee. it's a soft blue almost light periwinkle. fabric isn't so thin so it not see through. thank goodness. i actually love it so much i'm ordering the other color as well. i absolutely would recommend this cute tee. love love t.la.,,,,,,
"I bought this in a medium regular for someone else. i usually take a petite xs and it seems to fit me! i'm surprised as the pullover version seems almost like it runs a bit big. that said, this is a beautiful cardi! it's soft, the colors of the flower are vibrant, it's flattering once you adjust for the size issue. it will go with a lot of things as you can dress it up for work, or dress it down a bit with jeans.",,,,,,
"This shirt was cute and fit well- true to size- but i felt for the material, it was not worth the $68. the colors offered were a little drab. i thought the grey could work for me, but it didn't. the neck hole looks a little sloppy for a $68 shirt- the roll doesn't lay flat all the way around. would be better priced in the $30-$40 range.",-1,1,-1,-1,,-1
"Thank you retailer for a collection that includes dressy mid-length dresses suitable for special occasions! the simplistic beauty, quality of workmanship, and form fitting style of this dress is perfect. the fit and flare enhances curves and hides flaws. it pairs perfectly with the necklace shown and a cropped lace front cardigan that i found elsewhere. admittedly, i am not sure that younger clients would be happy with the tea length, but i am ecstatic!",,,,,,
This shirt is true to size. it has beautiful detail and feels very soft and comfortable. it can be worn to dress up jeans or with a skirt for a night out for dinner.,,,,,,
"I'm an xl in retailer blouses, and this blouse is the same. i'm guessing women with a thin frame might size down, but i can't say for sure. i purchased the white blouse with the floral pattern. there is a narrow band on the bottom, but it isn't tight, so i didn't find it to be a problem. i usually don't like blouses with banded bottoms, but this is loose. the band does cause the blouse to blouse out a bit, but the fabric has a really nice drape to it, so it worked fine. the fabric has a gre",,,,,,
This is the perfect summer top. super lightweight but with a little swing in it so it is not tight across the hips. the bright colors go with almost anything and the detailing at the top makes this dressier than a regular shirt. great with skirts and jeans!,,,,,,
"I got this top in the pink. the colors and pattern are beautiful - i received so many compliments. it is very comfortable - it is ""swingy"" so i paired it with skinny jeans. 
i usually wear an xs or s - 0 or 2 in retailer tops - i got this in an xs and it fit perfectly.",,,,,,
"I love this vest. i think it is heavy for a warm spring/summer day so kind've surprised it was featured at the store early spring. i waited for it to go on sale and purchased my normal retailer size medium. i agree it may seem big or loose fitting but i am a vest girl and the fit for me is perfect. size 34 dd, 145 lbs and 5 ft 4 in height. it is a great finishing piece for causal or office attire. this vest will definitely stay in my closet for a long time. beautiful quality.",,,,,,
"These pants are so great;style,beautiful soft fabric and love the length (i am 5'10""). i found the rise to be low and like the fact that that they sit at the hips. i had to size up from my usual size in this brand. very flattering and comfortable.",,,,,,
I love everything from retailer but this top did not fit all that flattering. the neck line fits a little weird. too bad. color was nice though. i returned the top.,-1,-1,,1,,
"This top is really a great, and it's very affordable. the fabric is light weight, but opaque enough that you don't need a cami. even though this has long sleeves, i can imagine wearing this well into the summer (and i live in south florida). it's comfortable, and the band at the bottom is not tight. the color is slightly ivory and the floral print is clear and bright. the neck tie is really nice and adds a '70's vibe without being overdone or overly dramatic. definite keeper.",,,,,,
"You can't tell by the photo but the top is actually a slightly shiny material...so it gives it a classy, going out look. in the picture it looks more casual, but i can see myself wearing this on a night out with a skirt, wearing it to work, or whatever. i tried it on and i thought ""wow, i look thin."" it's a little shorter than i normally wear (don't worry, it's not a crop top, but notice where the bottom hem sits on the models hips, probably mid-rise), but it looked amazing on. zippers in the ba",,,,,,
The larkspur tank is colorful and the embroidered bib is beautiful. the material is soft but not diaphanous. it can hide my little pouch without looking like maternity clothing. love it!,,,,,,
"I'm very surprised by the review given that said this was frumpy. it it absolutely adorable, and the classic plaid is timeless. as first reviewer said, the styling of this on the model does it no favors. it is in reality form fitting but in a very flattering, forgiving way. the waist nips in nicely underneath the top section, then flares out on the bottom section. that bottom flare can sometimes add inches/pounds but this top does it in a very modern, subtle and flattering fashion. and the mater",,,,,,
Definitely a good buy especially when i bought it on sale! it's warm and can be worn dressed up or down.,,,,,,
I wanted this top to fit. i ordered a large and was swimming in it. i returned it to the store where they had it in all sizes. i tried on a medium and it was still too big and then a small that fit but i just did not love it. i did not have trouble with it being cut too low. i think it might look best on someone who is straight up and down and not hourglass since it blouses over the waist. this print is soooo pretty!!,0,-1,,,1,
I love the flowers on this top. the style is cute with the band at the waist. i ordered an extra small and it fits perfectly.,,,,,,
I wanted to love this dress. it really has no style. i was expecting the smocking to be fitted but it just hung. i considered going down a size but i think the lining would have been too tight. had to return it.,-1,,,,-1,
"Love this tank. it is so soft and comfortable. the length hits just right on the hip. it hugs the body nicely, not too tight, just loose enough on a hot summer day. i have this in black and white. i wish they would offer more colors.",,,,,,
"I am 5'7, the length is perfect, i can wear it with flat. normally the wide leg pants are so long, i have to wear high heels. the flow is perfect too.",,,,,,
"I sat on the fence almost too long on this piece and finally ordered one when it popped up as a return...so happy i was able to snag it. it is incredible. i put it with my favorite closed jeans and chanel work boots and wow! i also have tried belting it where the fur begins and that looks equally fabulous. input true to size as it is supposed to be roomy, to many people ruin styles by trying to get them to fit in a way they were not meant to...embrace the uniqueness of this piece and order true t",,,,,,
"Love this vest!. it does run large so definitely size down. i'm 5'0, 110 lbs and i ordered the xs which is roomy around the mid section but i think that's the style as the shoulders hit where they should. it is such a fun and unique piece. i cannot wait to wear it with tights or black leggings with boots.",,,,,,
I got this at the sale price and it fits great. the bottom was wrinkled so it was not as open at the end like the picture but i am sure an iron will help.,,,,,,
"I tried on these pants and was instantly in love. they are very flattering and stylish, but also incredibly comfortable. i am 5' 6"", and the length is perfect to wear with 3"" heels. i highly recommend these!",,,,,,
"Got this in the black when i was in greenville nc. i had seen it online for a little while and didn't think much of it until i tried it on in the store. it's surprisingly comfortable and it isn't too heavy. its the perfect ""staple"" black shirt in my closet. it is also very forgiving.",,,,,,
I was excited to get these pants & at a great price! i am 5'9 & these pants were plenty long enough for me. they also have a nice light textured design that's hard to notice in pictures. the only problem was they are a side zip pant which i didn't know when ordering. i don't love the zip on the side for my shape it. so i'm still wondering if i'll keep them. other than that nice pant!,,,,,,
Huge with bountiful amounts of extra fullness....not like represented picture. and it snags very easily. i have a 4 mo. old puppy that jumped up on me as i was trying it on and snagged it in several places. 'i'm going to see about returning it with the snags.,-1,-1,-1,,,
"Love this blouse. i usually wear a small and had to exchange it for an xs, which fits perfectly. not form fitting but flattering; washes beautifully, too. i highly recommend this blouse.",,,,,,
"Overall beautiful skirt, material is a little on the heavy and stiff side but still a really nice skirt",,,,,,
"I ordered this top in the pink in a medium (i usually wear a small or medium in retailer shirts). it fit tts with not being too short. the embroidery is very pretty, better in person than online. my only complaint is it's a bit blousey, so you would need to either tuck it in or wear with skinny jeans/shorts. for reference, i am 5"" 4.5""' 135 lbs and a 32c.",,,,,,
"I loved this vest from the moment i saw it. sadly, though, it runs way too large. i first ordered it in a small and then an xs when it popped back. even the xs was too large around my shoulders and waist. the color was also a bit more beige than in the photos, which was ok, but i had to return it because of the size.",0,-1,,-1,,
"Love, love this top. it is soft, comfortable, and cute. it is versatile (e.g. i can dress up for work or dress down by throwing on a pair of jeans). the tie at the neck adds a cute detail (if you want it tied). great staple for the wardrobe. i purchased in the black and it is very versatile, not sure how i feel about the print...",,,,,,
"Soft, cozy, and the heathered off-white/palest gray is a great cool-toned neutral. the only surprise was that it is lightweight; not nearly as warm as it looks. the hood has a fuzzy sherpa lining, the unlined jacket has a soft fleece or flannel finish on the inside with zigzag seams, the outside looks like a sweatshirt. it does work great as a top layer though. 50% polyester, 38% cotton, 12% rayon.
.
got this in a size 's' to fit my hips and it works out great. i'm 5'2"", currently 33-25-37ish, wi",,,,,,
"Just piping in here -- ordered my usual size of small petite. the slip that came with the dress is about a size negative zero, it could hardly squeeze over my body and the dress itself is a bright pale aqua and it is a shift. and because of the smocking it hangs very strangely. i think it looks very cheap and is ill fitting. i would say if you are a person on which shift dresses look awesome you might like this, but mind the size of the slip in the petites range, and also it is aqua.",-1,-1,,-1,-1,
"This is one of my all time favorite retailer purchases. this dress is perfect in every way - mine fits me exactly like the model and i was lucky enough to purchase it in black. if you're on the fence, take the plunge and buy this dress - you won't be disappointed!",,,,,,
"Ever since i saw this dress i fall for it totally love the pattern and the colors. i got the size l and the fabric is really good. once i tried it on tho it broke my heart the dress fit perfect everywhere but in the v neck... the design there is odd i believe is for small breast cup girls, im size c and let me tell you  it look horrible, i was very disappointed so dress its going back :(",,,,,,
"I really love the idea behind this. however, the fit doesn't work for me. i'm usually a s or xs in retailer tops, and i often go with xs for sleeveless tops. this one runs small though - the xs was a bit too small on me based on length and width. the neckline was very high (higher than it looks in the model photo) and the armholes were too big. so i don't think sizing up would improve matters much due to the armhole issue. the other criticism is that the front is not lined.",-1,-1,,,,
"I was looking for a dress for my engagement pictures and once i saw this dress i knew it was the one! i ordered the white in a small (size 2) i am 5'4 130lbs. it fits perfect and the length is just right. some reviews said it's boxy and has too much flow to it but if you have the right size it won't be an issue! yes, it's a lace dress so it's going to be delicate and you'll need to handle with care. but it's worth it, absolutely stunning!",,,,,,
"I didn't have as much of a problem with the sheer fabric as the other reviewers, but this dress is incredibly long and large, especially compared to the picture. for reference, i'm usually a 4/6 in retailer dresses and the small was huge on me, particularly on the bottom half. i was very disappointed because this dress looks so cute online!",-1,-1,0,,,
Frumpy - looked like a nightgown on me; maybe  better on someone younger ...,-1,,,,-1,
"I was so excited to see these pants on sale. they fit beautifully and drape well. the hidden lining of 'shorts' is a great feature and i will get 3 seasons of use from these.
now if i could only get them in plain black too ....",,,,,,
"This dress was adorable & fit great! regrettably, i had to return it since it wasn't lined.",0,1,,,-1,
"I ordered the red in size m. for reference i am 5'8"" with a long-ish torso. i would have been comfortable wearing the sweater with mid or high-rise jeans but it's fairly short. color was gorgeous. the balloon sleeves and seams just seemed too 1980s in a bad way on me. those with small chests may have better luck. i left like a suburban mom in it.",,,,,,
I love this dress. you can wear it for everyday or you can put some bling with it and dress it up. it fits very well. flattering. i highly recommend!!,,,,,,
"This dress is very figure flattering.  however, it is not navy it's purple.  overall nice print, somewhat cheap material and zipper gets stuck.  i am keeping because it's versatile and i like the vintage floral pattern.",,,,,,
"The lace and fit were good. but the length seemed awkward to me given how boxy and flowy-ish the dress is. it felt like a baby doll with sleeves or something. and i hated the ""outside"" middle material, hated it. it felt cheap and odd when compared to the lace. maybe i was just not in the right demographic for this piece.",0,1,-1,,0,
"Bought this somewhat on a whim during a promo in yellow, which is a lovely light cheery yellow (didn't make my pale skin look terrible). i love the detail of the dress and the swing silhouette. the slip is also of good quality. i don't love where the slip falls in the lace panel near the bust because it looks a little funny to me in a distracting way, but i'm keeping the dress. it's cute and fun :)",,,,,,
I really wanted to love this. i kept refreshing the page so that i could order it as soon as my size was in stock. i love the colors and struggle to find cute dresses in natural fabrics for the summer. unfortunately as another reviewer mentioned the cut of the arm holes is strange. it cut my off in the most unflattering spot.,0,-1,,1,,
"I really love the style of this top. it's a great lightweight, breathable top perfect for summer. it is slightly sheer so i have to wear a cami underneath. it is definitely a flowy top, but flattering. i'm 5'0 115lbs and ordered the xxs. a petite size would've been better as it is long on me (it covers my butt in the back), but it looks good with a longer short or pants.",,,,,,
"I love the design and the fabric, but the fit is just off on this dress. the area around the bust is just not fitted well. the wrap portion of the dress in this area gaps and does not lie flat. that is an easy enough fix with a good seamstress, but the waist also sat too high on me (maybe i'm long waisted, who knows?), so between the super high waist and the flannel-type fabric, it just looked kind of like a bath robe on me. i wish it weren't so. i was so hoping for a cool plaid dress that i cou",-1,-1,1,,1,
This is a cute stylish sweater different from the typical. it doesn't itch which is key at least for me. i ordered an extra small but i am normally a small since it seems to run long. i think the neckline is unique :),,,,,,
Love this sweater. it fits exactly as shown on the model. the neckline is simple and stylish. the a line fit is very flattering. i normally wear a size xs to s. i purchased the s for more swing at the bottom.,,,,,,
"First, i received mine with the back button (by the neck) busted (the part where you insert the button was loose, so could not button). 
i ordered the yellow one, and was surprised how yellow it was when received. it is brighter than the picture shows, not bad though.
the cut of the dress is nice, very ""sweet"", i liked that it was flowy and the lace was beautiful to me. arms were a tad tight, only because i have muscular arms. still able to wear it.

i ordered the 0petite, and it fit. i am 1",,,,,,
"This is one of the lowest quality shirts i have ever received from retailer. i was so excited for the shirt, it looked so pretty and soft in the pictures. the flax is very scratchy, marring the softness of the rest of the fabric. the top half is totally sheer, requiring a cami. the shirt is cut in such a way that it flares out from the rib cage in an unstructured way, unnecessarily adding visual pounds. finally, the sewing is done very poorly and the the side tag is literally three inches long--wh",-1,,-1,,-1,
"These are super cute on. they shorts-length lining inside, which is great.",,,,,,
"I love how elevenses fit and the length is awesome when i wear flats. this is one of the few brands that sometimes carries a longer 33-34"" inseam. this style is a bit shorter- however, with the lighter fabric, i wouldn't want it touching the ground. pants are breezy and i love that they are lined to the calf. call me old fashioned, but all pants should be lined! the elastic waist is nice and flat in the front and works wonderfully since my butt is larger than my waist.",,,,,,
"These are so great! love the fabric weight ( light ) they look great on - the pictures don't do these justice! i tried them on in the store with a black sleeveless crop top (you couldn't see any mid skin) and it looked great together, might have to go back and get the top! they do look great with just a black tank as well though!",,,,,,
"I ordered this in size xl and ended up returning it as soon as i received it. the color was just as pretty in person. the thick eyelet panel was well done. the problem is the whole tank was much smaller/tighter than pictured. i have several tops from this maker and was surprised how this was cut too small compared to their normal fit. i'm pear-shaped, so the hip area looked terrible. but, the whole top just wasn't up to the typical fitting standards for xl. retailer has done much better in the pas",0,-1,,1,,
"I so loved this dress online. not so much in person. first of all it didn't fit my build. i'm 5'4"" with a 32f bust and the waist line was just a bit too high to be flattering. mainly i'm returning it because of the fabric. the petticoat netting does rustle as another buyer pointed out. my main fault is that the top fabric is synthetic and cheaply printed. basically it's the lining fabric of a better made dress or coat. if it were cotton voile or silk it would have been beautiful. why they made i",-1,-1,-1,,,
"I wear this out, but it's also a super comfortable to lounge around the house in. i measure 35"" 28"" 40"" (6 through the top, 10 in the bottom). i ordered a medium based on comments from other users concerning the top and it being constricting. i didn't find that to be true, but for a closer fit i probably should have ordered the small. overall, this is a fun dress to wear.",,,,,,
"I've been looking for dresses to wear to nurse in since i just had a baby & so i bought this dress knowing it just had a tack holding the front fold together & always intending to remove the tack. i love it. the fabric is super soft. i wear it with a nursing tank underneath and a wide belt to cinch my waist & it's amazing. with the tack in, it did pull very strangely across the bust as others have mentioned, so it's not good for a big bust unless you intend to remove the tack & wear something un",,,,,,
"This dress is so so cute. i ordered an xs and it was a bit longer in person than pictured but that's an easy enough fix since i know a good tailor. the problem is that the dress isn't lined. it's made of thin, see-through cotton so it leaves nothing to the imagination. for the price of this dress i would have expected it to be suited for more than just a bathing suit cover-up. without a slip underneath it (if you can find a strapless one) it is unwearable in most social settings. it's such a sha",0,,-1,,1,-1
"Overall this is a great shirt. the material is soft and a little sheer, but not sheer enough to have to wear something underneath. the only negative is that the v sits a little high so i felt like i was constantly pulling the shirt down through out the day.",,,,,,
"Honestly, the sweater is really beautiful...i usually buy a small in retailer tops, and this seemed to run on the smaller side. it&#39;s pretty short, but the issue i have is that the sleeves are much shorter in person than on the models in the pictures. it looks like i&#39;m wearing a 3/4 sleeve shirt. still deciding if i&#39;m going to keep it, because it is really a lovely top.",0,-1,,,1,
"I read the reviews and everyone loved them so ordered them online. for me, they are a no. i thought the fabric was cheap and the quality not so great compared to typical retailer items.",-1,,-1,,,
"I loved this when i saw it arrive in the mail. as soon as i put it on though, i was drowning in it. i know its a cape and it is supposed to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5, athletic/slim figure just for reference.",0,-1,,,,
Obsessed with black watch scottish tartan so this really hits the mark and goes beautifully with my joe fresh black watch print wellies rain boots. the wrap top is flattering but pulls on me ( i have this in the red and blue plaid as well.,,,,,,
"I love the weight of the material; sometimes crinkled gauze looks cheap; this does not. the lace trim is more 2-tone than the photo suggests, but that is not negative, and the color of the dress is more salmon than peach, again, not a negative. the length is as it is on the model, just below the knee. i wore it to what turned out to be surprise party for me at the beach! i paired it with huge silver hoops and silver flipflops. i felt special, stylish and comfortable. it was a good dress for some",,,,,,
"Stumbled upon this dress which had been returned to a store and was encouraged to try it on by the sales staff, and am glad i did. it's a beautiful dress that i didn't need and have no idea what i will wear it for, but bought anyway. i got a size 8 and it fits perfectly though i will need to shorten it a bit. i am busty and prefer a bit more coverage so will add more tulle to the v neck. i agree with the other reviewer about the tulle underlay but it looks easy enough to remove from the lining o",,,,,,
"I love, love this dress except for the armpits. if they had just made the armpits a normal round shape with normal openings, the dress would have been perfection. so audrey hepburn!! but i had to say no. i really wish they would redo this dress with normal arm openings. i think it would sell like crazy.",,,,,,
"After seeing this dress online and noticing how quickly it sold out, i was curious about it, but thought i was out of luck. it just so happened that i ran into the store and they had one returned in my size. i tried it and wasn't sold. however, i loved the color. it was snug across the shoulders and arms. the rest was somewhat flowy, but boxy at the same time. i ended up bringing it home to think on it. after trying it on again, i realized the snugness across the shoulder really caused the top t",,,,,,
Most of my jeans are ag. love the ankle length and wash on these. not too distressed either. tts. really soft denim! size 27 like my other ag's,,,,,,
"Very well made, wonderful fabric. fit perfectly everywhere but the bust.",,,,,,
"I've been looking for a black sweater just like this with this comfortable material, weave",,,,,,
I love these pants! waited for them to go on sale and totally worth the price. i wore them work and received numerous compliments. great for casual friday at work or sunday brunch with the girls. can't go wrong with antro!,,,,,,
"We were at dinner in provence at sunset... and in walked a young lady wearing this lavender? dusty blue? lilac? creation- just swingy enough to be perfectly comfortable, yet lacy enough to be elegant. the color struck me as ""south-of-france"". they were american by accent. i was too shy to ask the brand of her dress, but knew by the powers of the internet that this dress would one day be mine. magnolia lace dress- i found you!!!",,,,,,
I purchased this dress in black a few months back. i was so excited to see it back in multiple colors! the black dress went well with riding boots and tights for colder temps. the yellow dress will be great in warm temps with cute sandals. super comfortable and flattering.,,,,,,
"Love this dress. it is simultaneously romantic, sexy and sweet. could be a casual dress but also worn with heels. it does run a little large but it is flowy and not meant to be super tight. i am 36d and the top isn't too tight - ordered the size 4 and am very happy with the fit.",,,,,,
"Regretfully, this dress is on its way back for an exchange. the dress is beautiful and fits true to size, i ordered it in both colors, however, the black has a defect in the lace right on the front of the dress, and the white was tearing in a few spots under the arms and on the bottom. again, the dress is so pretty and i am hoping retailer will find me one without bunching, pulls , or tears for an exchange, but i can't pay 130"" for a dress that is already torn.",0,1,,,1,
,,,,,,
"This dress is gorgeous! the color is perfect for spring/summer. the dress does run wide/loose. i read reviews before ordering and i am glad that i did. i am usually a petite size, but the reviews recommended going with the regular due to length and the design at the bottom (and wanting to be able to bend over comfortably). i am 5'2 and about 116lbs. i ordered the 2 regular and it worked well. i received many compliments!",,,,,,
"Fun and elegant!
this cape is my favorite purchase in a long time! the juxtaposition of the black and red body against the grey faux fur collar is stunning! it has brass detail snaps up and down both sides as well as at the generous pockets at natural length on both sides. it is very well made of good quality materials, as all tracey reese pieces have been in my experience.
it does run true to size as it is an oversized piece, which adds to its classy dramatic flare! it is comfortable to wear",,,,,,
This dress is lovely! so flattering. i'm 5'6 and 140 pounds pre pregnancy and just into my second trimester. purchased a 4. will work for many more months and again after baby.,,,,,,
"This dress was beautiful in person and the blue is almost electric in color. i wanted to wear this to a party for a club i belong to, however the bust on the dress is to big. i'm 5 ft tall and 115 lbs with 32b bra size. i got the 2p as i was worried about it being to tight. it fit perfect except for the bust. the way the top is cut and the black sheer fabric allows part of the bra to show in the cleavage area. not worth they one to have it altered. will return. sad because it's a fun dress to tw",,,,,,
"I love the print of this dress; the deep blue really is striking. i agree with the other reviewers that it has no lining and therefore, it's hard to justify the price. i can't seem to part with it yet due to the lovely print and the off the shoulder style is romantic and flattering. still on the fence. . . it would be better as a sale piece.",,,,,,
,,,,,,
"I wanted to love this dress so much but it just looked frumpy no matter what i did. i'm normally a 14, and i bought a size 12 and it still looks very baggy and not flattering. i'm sad because in photos it's my favorite dress of all time!",,,,,,
"The style of this dress is quite lovely, i immediately gravitated towards it when i saw in the store, however once i tried it on it looked like a sack of potatoes...unfortunately the loose silhouette did not do anything for my figure, i should mention that i am 5'9"" and have an athletic figure but with hips. 
the design is very on trend and the dress does have some lovely details like the lace around the hip area and flowy fabric. but unfortunately it was not enough for me to purchase. also the",,,,,,
"This is a casual, flattering off the shoulder float dress with pockets! perfect for sunday brunch or a casual night out. and, as other reviews stated the fabric is lightweight but you cannot see anything through it, except perhaps a glance of the outline of your legs but that is it. definitely not a reason to not buy this adorable dress!",,,,,,
This dress is beautiful just like the picture. it fits true to size and is quite comfortable considering it is on the delicate side. definitely recommend this one!,,,,,,
I love this sweater tunic! the neckline adds interest and is so flattering. i think it is more flattering in person than in the photos of the model. my husband even noticed the neckline and said he loves this top on me :) it is soft and not itchy at all. i bought my regular size small and will wear it with jeans or leggings and boots. i love that this neckline comes up a bit but is not huge so i can definitely pair a scarf with it for a change if i wanted to. this will definitely be a staple in,,,,,,
These pants are beautiful and so comfortable. the liner is a nice surprise. they can be casual or dressed up with a jacket. i'm so pleased to have gotten them on sale!,,,,,,
"This dress was super cute online. i ordered it in small and medium, both fit, one tighter--obviously, but could have gotten away with either. the dress is cut a little funny under the armpits and fell a little weird in front so i didn't think it was flattering on me. it would be flattering on very slim body, smaller on top. i sent it back. i'm a 34 c, athletic build.",,,,,,
"I got this tank because it was on sale, thinking it could be cute, but i didn't have high hopes. once i put it on, i loved it. i have a long torso and it's the perfect length. i have worn it with a jacket over it also to extend its life into cooler weather.",,,,,,
This dress is so pretty!! the second i saw it i knew i had to have it. make sure to get a smaller size because it can be a little big towards the waist as a result of the dress' design.,,,,,,
I wore this with a velvet moss-colored skirt (also sold at retailer) that hits above knee and received so many compliments. the neckline and sleeves are gorgeous. i like my sweaters comfy so i ordered a medium and love it. not quite cropped but it does hit a bit higher on the waist. sleeves hit above wrist as well.,,,,,,
This dress was sooo cute online and in the store - i hands down would have bought it but i had an extra few minutes so i decided to try it on- terrible! the dress looked awkward on me- the strings lacing strings had town on a few spots and it just was not flattering for a curvy girl. now i know why there were so many in the store! which is a rarity for my location.,,,,,,
Agree with other reviewer that this is massive even for a cape. unflattering overall. i normally wear a size 2 of 4 and bought this in an xs and two of me can easily fit into this with room to spare. unlined and it itches!,-1,-1,,,,
"I loved these pants.they are so comfortable. however, after just wearing them twice, the threads of the leaves are fraying, and leaving lint on whatever i sit on. the leaves at the seat of the pants are now slowly disappearing. this after wearing twice to work! i imagine after a few more wears that the leaves at the seat of the pants will be close to gone, or at least much less ""white"" with threads then the rest of the places. this is super unfortunate and will be returning. too bad, they were l",,,,,,
I agree with the other two reviews. it is so disappointing that this adorable dress isn't lined. the fabric is paper thin! this is an a-line style dress with pockets that need to be ironed down to prevent it making you look hippy. i sized down to a petite xs. i normally buy the petite smalls but they were out of it. i would say that this dress runs a little on the large size.,,,,,,
"I am 5ft 8in and about 140lbs-athletic busty build. i normally wear a size 4-6. i ordered this dress in white in a size 6 and couldn't be more pleased! i actually hopped online today to try to order another in the lilac but they are unfortunately sold out. this dress is exactly as pictured-the upper back is fitted, keeping it from going out too much and looking like a straight up tent. i adore it and hope that they will re-stock it!",,,,,,
"This sweater is perfect with leggings, crop pants, jeans and wide leg pants. a line, 3/4 sleeves, does not cling to waist area... very flattering. so soft , comfortable and thick cotton knit... no cami required. length is bum covering.",,,,,,
"I am a 6p (5'2"") and got this in a regular small as it did not seem to come petite.  my tailor is taking 5 inches off the bottom as the lower portions (it is an uneven hem) are ankle length.

black watch tartan is one of my favorites - so had to get this dress!

i would say it fits tts.  it is on my shoulders and the sleeves are bracelet length; i have a little extra material around the waist.  the dress zippers up the size and there is an elastic section at the small of the back.  i find th",,,,,,
"This dress is so pretty, a true cinderella dress, that's why i can't find a reasonable explanation for such an amazing dress to be made out of plastic. i don't understand much about fabrics, but the dress feels like a waterproof camping tent. i bought a size 14, which is what i wear in moulinette souers (i usually go one size up since i find the rib cage small in this brand), the fit was perfect and the cut was very flattering. i will anxiously hope for a remake of this dress with a better fabri",0,1,-1,,1,
I just discovered this dress a few days ago and it's simply dreamy!! i'd been searching for the perfect summer dress to wear to a wedding in june but had been highly disappointed in the selection of pastel colors from other shops. this dress is the perfect summer shade and will be perfect for the texas heat in june! i absolutely love how it flows and is elegant yet modest. the lace cut-outs are gorgeous!,,,,,,
"My favorite features of this sweater are the flattering neckline and the bracelet length sleeves. it's a heavy-weight cotton with a beautiful line. my only complaint is that it seems to pick up lint and things very easily and needed a lint roller even straight out of the delivery box. still, a small issue for an easy to wear sweater that looks great with jeans and boots as well as leggings. a new favorite!",,,,,,
"This dress is adorable. the colors are vibrant and very eye catching. i found it runs tts -- for reference i'm 5'4"" 140lbs and i ordered a 6. the dress is fitted on top with some very nice/forgiving pleats around the stomach.",,,,,,
"The material feels substantial and decent. however the diameter of the opening for arm is too big, it exposes good chunk of my bra. have to return it. there're also loose fiber of the fabrics, not sure if it is because it's new.",,,,,,
"This dress is just absolutely adorable! you can dress it up and wear it to a wedding, or you can dress it down and slip on a pair of sandals and use it as a casual summer dress! this dress does run a tad bit large - i'm usually a size 4 but the size 4 was slightly too big for me. best purchase yet!",,,,,,
"I wanted to own this so badly! it ran really short, even with the adjustable slip and was incredibly tight in the shoulders. i could barely get the dress off!",,,,,,
The holding horses brand never ceases to amaze me. this dress is gorgeous in person! i have received so many compliments while wearing this dress. the lace is intricately crafted and the lilac color is perfect. i actually have this magnolia dress in black as well and i might even get the new reddish color too. needless to say i'm obsessed with this dress?,,,,,,
"Love these! i wore them today for the first time and got tons of compliments. they are comfy and sooooo cute for summer. also, fyi, they make my butt look great.",,,,,,
"I love jumpsuits and was excited about this one because i liked the print/colors and that it's long-sleeved. i ordered my usual medium size (i'm a solid medium). it was a tad tight in the rear/thigh area (not flattering when you have a thin material which shows every bump unlike jeans) but the length (i'm 5'5"") and top fit well. i returned it and ordered the large but the waist was huge (and that's coming from a person with a bit of a tummy bulge) and there isn't anything to cinch the waist in.",,,,,,
"As other reviewers have noted, the fit of this tee is very boxy.  it looks okay tucked-in to high waisted jeans, but otherwise is unflattering.  also, the color is described as black, but mine looks like a navy blue in person.  i kept the shirt because i live overseas and returning it would have been difficult, but if able to, i would have returned it.",,,,,,
"Loved the fabric and details. the cut was a tad looser/bigger than i expected.
perfect dress for fall.",,,,,,
"I purchased this dress in my normal small size - via online. i exchanged it it for a medium in the store as the shoulders were just a little too tight for me. i plan on wear it with tights/leggings as it's a little to short on my 5'9"" frame. well made and the bodice has so much detail but not over the top.",,,,,,
"I loved this dress. it fit perfectly everywhere except for the sleeves. the dress has an overall relaxed fit, but the sleeves were way too tight. i had to send back because of sleeves.",-1,-1,,,1,
